Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
P. Mensah-Bonsu,Houston,1,3,6,1,0,4,0,3,3,1,0,1
P. Mensah-Bonsu,New Orleans,2,0,0,1,0,3,0,5,8,3,2,1
P. Mensah-Bonsu,Toronto,2,10,18,12,0,29,0,15,16,15,10,8
P. Mills,Portland,108,34,45,89,42,194,122,65,28,18,64,42
P. Mills,San Antonio,1276,471,551,855,912,1742,2332,537,785,178,522,455
P. Millsap,Atlanta,907,1084,1440,1455,286,2910,851,278,1711,558,658,435
P. Millsap,Denver,323,421,561,578,156,1131,406,167,742,313,243,175
P. Millsap,Utah,580,811,1083,1537,25,2929,90,267,1365,631,439,290
P. O'Bryant,Toronto,1,3,6,7,0,12,1,9,9,2,5,0
P. Patterson,Houston,122,95,128,497,35,962,100,141,383,223,97,113
P. Patterson,LA Clippers,45,35,43,28,70,61,175,59,117,35,21,25
P. Patterson,Oklahoma City,83,56,73,75,108,175,296,135,256,73,54,64
P. Patterson,Sacramento,35,17,26,93,23,181,69,35,125,65,30,27
P. Patterson,Toronto,338,163,208,386,317,763,836,244,874,319,181,200
P. Pierce,Boston,1020,1192,1421,1163,415,2356,1091,258,1244,140,653,325
P. Pierce,Brooklyn,163,223,266,184,105,373,272,67,289,25,140,65
P. Pierce,LA Clippers,77,58,72,70,82,160,264,85,210,13,66,38
P. Pierce,Washington,134,160,205,173,111,347,289,69,231,44,90,69
P. Pressey,Boston,290,54,82,79,39,217,149,109,132,27,108,45
P. Pressey,Philadelphia,46,9,18,17,4,42,13,14,23,0,19,8
P. Pressey,Phoenix,28,4,7,9,0,18,4,7,5,3,14,2
P. Prigioni,Houston,43,4,4,4,7,6,33,16,11,10,10,5
P. Prigioni,LA Clippers,102,4,5,17,25,34,77,50,61,32,39,14
P. Prigioni,New York,517,49,56,85,145,168,357,167,235,90,172,52
P. Siakam,Toronto,642,568,744,1158,238,2090,744,273,1217,333,409,288
P. Siva,Detroit,14,0,0,3,1,9,6,13,8,1,14,4
P. Stojaković,Dallas,19,13,14,30,33,65,84,19,40,13,9,12
P. Stojaković,New Orleans,98,87,96,149,143,344,377,68,194,39,60,92
P. Stojaković,Toronto,1,2,2,3,4,4,6,2,3,0,2,0
P. Tucker,Houston,294,119,163,192,373,401,1004,237,1105,334,213,161
P. Tucker,Phoenix,560,429,574,744,266,1557,776,347,1432,597,389,362
P. Tucker,Toronto,22,9,14,25,18,58,47,19,85,20,12,14
P. Washington,Charlotte,123,88,136,182,86,359,230,58,258,58,93,71
P. Watson,Atlanta,3,0,0,0,0,4,3,2,2,0,0,0
P. Watson,Toronto,6,7,9,7,4,12,9,8,13,2,3,4
P. Zipser,Chicago,72,46,62,89,61,223,187,90,202,27,80,54
Q. Acy,Brooklyn,68,91,115,52,123,129,334,92,279,55,74,49
Q. Acy,Dallas,0,2,3,4,1,9,8,5,6,2,2,0
Q. Acy,New York,57,60,79,114,12,231,47,59,191,71,52,39
Q. Acy,Phoenix,8,7,10,2,2,3,15,10,22,3,4,1
Q. Acy,Sacramento,44,63,87,132,16,235,41,100,231,112,46,26
Q. Acy,Toronto,6,23,28,25,2,46,5,25,27,24,10,6
Q. Cook,Dallas,12,0,2,6,5,10,14,5,3,0,8,4
Q. Cook,Golden State,162,31,38,161,102,317,253,90,177,27,67,52
Q. Cook,LA Lakers,54,10,12,63,33,135,88,47,41,11,34,36
Q. Cook,New Orleans,2,0,0,1,2,1,4,3,1,0,0,0
Q. Miller,Denver,19,38,53,54,19,137,62,47,83,30,39,30
Q. Miller,Sacramento,3,8,11,3,1,11,7,6,10,2,3,4
Q. Pondexter,Chicago,9,14,17,11,3,27,22,22,19,8,11,5
Q. Pondexter,Memphis,123,118,163,173,99,356,291,140,185,105,86,72
Q. Pondexter,New Orleans,75,63,81,106,70,231,176,88,144,44,43,55
Q. Pondexter,San Antonio,24,30,38,21,6,37,18,34,36,8,10,5
Q. Richardson,Miami,76,48,64,85,128,178,327,69,285,58,55,83
Q. Richardson,Orlando,62,44,54,61,69,148,217,85,198,45,50,48
Q. Ross,Dallas,7,5,8,20,3,43,13,24,16,11,3,8
Q. Ross,New Jersey,10,5,14,26,0,56,3,30,20,10,7,7
Q. Ross,Washington,5,3,6,14,1,45,8,19,15,6,6,10
Q. Weatherspoon,San Antonio,11,1,2,4,1,12,5,9,6,1,5,3
R. Alkins,Chicago,6,3,3,3,1,11,4,4,5,9,3,2
R. Allen,Boston,498,361,400,696,385,1337,930,188,515,104,288,216
R. Allen,Miami,246,159,182,250,225,496,566,136,328,58,160,110
R. Alston,Miami,72,15,27,30,30,88,81,25,50,4,34,24
R. Alston,New Jersey,104,44,53,67,28,190,87,27,66,9,61,40
R. Anderson,Houston,125,194,235,192,320,402,816,134,449,204,99,122
R. Anderson,Miami,2,1,2,0,2,3,5,7,2,3,2,1
R. Anderson,New Orleans,233,481,550,749,508,1580,1356,213,809,460,255,334
R. Anderson,Orlando,127,275,323,281,336,580,855,162,523,348,141,181
R. Anderson,Phoenix,17,10,13,12,7,26,34,14,31,14,12,5
R. Arcidiacono,Chicago,366,103,125,129,137,257,360,150,275,44,100,71
R. Baker,New York,137,50,71,54,32,136,110,82,99,17,65,43
R. Baker,Washington,2,0,0,0,0,0,4,3,4,0,2,1
R. Balkman,Denver,5,5,10,10,0,17,6,11,18,4,6,4
R. Balkman,New York,5,8,11,14,3,25,11,17,22,7,7,5
R. Barrett,New York,143,156,254,229,63,530,197,56,229,50,124,122
R. Beaubois,Dallas,314,131,163,318,118,626,350,150,247,40,174,83
R. Bell,Charlotte,10,3,3,15,9,31,24,5,16,5,5,10
R. Bell,Golden State,3,0,0,1,3,3,3,1,2,0,0,0
R. Bell,Utah,155,108,118,170,102,359,277,101,187,37,84,74
R. Bowen,Oklahoma City,0,2,2,1,0,1,0,1,1,1,0,0
R. Brewer,Chicago,232,128,210,326,24,676,87,127,321,103,99,94
R. Brewer,Houston,10,0,2,2,1,7,8,14,12,2,2,0
R. Brewer,Memphis,3,4,5,3,0,13,0,5,6,1,2,2
R. Brewer,New York,40,16,39,42,22,104,71,42,71,29,14,23
R. Brewer,Oklahoma City,5,0,0,3,1,5,2,7,9,3,3,1
R. Brewer,Utah,151,81,128,198,8,385,31,53,136,44,51,45
R. Broekhoff,Dallas,30,15,17,16,54,30,131,46,81,10,17,17
R. Bullock,Detroit,237,104,121,244,263,483,653,155,305,65,116,138
R. Bullock,LA Clippers,14,11,14,29,36,62,105,60,79,11,18,19
R. Bullock,LA Lakers,20,13,14,27,31,51,92,18,45,2,10,12
R. Bullock,New York,42,14,18,53,37,113,111,29,55,13,19,27
R. Bullock,Phoenix,1,0,0,1,0,6,4,6,4,0,1,3
R. Butler,Chicago,0,0,0,0,1,2,3,3,1,0,1,1
R. Butler,Indiana,11,5,6,16,21,31,46,36,27,5,10,9
R. Butler,LA Clippers,123,114,138,222,178,492,518,114,248,42,88,130
R. Butler,San Antonio,24,11,16,34,15,56,49,39,53,3,8,16
R. Butler,Toronto,19,7,12,20,21,56,77,30,60,6,15,16
R. Butler,Washington,61,49,60,116,82,249,218,65,154,25,45,75
R. Carney,Golden State,11,18,27,28,17,70,37,25,35,12,16,10
R. Carney,Memphis,0,0,0,1,0,2,1,2,0,1,0,1
R. Carney,Philadelphia,35,47,55,66,39,138,128,62,108,26,20,31
R. Christmas,Indiana,4,20,27,19,0,42,0,23,30,27,8,6
R. Covington,Houston,48,30,37,50,90,87,244,37,202,36,42,32
R. Covington,Minnesota,88,123,156,159,163,281,460,70,356,57,98,86
R. Covington,Philadelphia,430,508,620,510,648,1096,1791,275,1279,260,513,389
R. Davis,LA Clippers,39,18,31,46,16,101,42,32,47,10,29,19
R. Dupree,Toronto,1,0,0,1,0,3,1,1,3,0,0,1
R. Evans,Brooklyn,44,134,255,130,0,285,0,102,622,287,125,34
R. Evans,LA Clippers,15,33,65,32,0,66,0,46,149,90,42,7
R. Evans,Sacramento,40,87,146,91,0,197,2,62,294,144,67,26
R. Evans,Toronto,40,64,124,56,0,128,1,45,232,127,46,26
R. Felton,Charlotte,404,113,145,298,57,627,145,73,218,49,157,82
R. Felton,Dallas,282,138,162,214,62,473,212,97,215,34,118,85
R. Felton,Denver,97,21,35,38,16,93,38,14,48,6,25,17
R. Felton,LA Clippers,181,50,64,164,46,349,137,75,175,33,80,52
R. Felton,New York,1156,298,375,668,226,1471,673,173,409,133,435,242
R. Felton,Oklahoma City,236,44,53,174,88,375,261,103,145,29,83,78
R. Felton,Portland,313,77,100,158,46,353,165,50,90,19,134,56
R. Fernández,Denver,75,28,41,59,40,103,122,31,56,9,40,17
R. Fernández,Portland,278,171,197,149,197,344,569,126,245,65,148,126
R. Foye,Brooklyn,124,42,49,49,65,117,182,61,134,9,78,31
R. Foye,Denver,428,178,213,258,288,593,813,169,313,46,230,209
R. Foye,LA Clippers,274,158,176,223,148,514,427,107,159,25,146,101
R. Foye,Oklahoma City,39,13,17,17,20,41,67,21,37,7,19,20
R. Foye,Utah,150,85,103,109,159,284,382,74,96,16,86,62
R. Foye,Washington,228,122,133,193,63,437,182,70,114,16,94,73
R. Gay,Memphis,513,703,905,1401,201,2955,583,217,1001,336,512,417
R. Gay,Sacramento,590,793,947,1275,228,2571,659,212,966,299,532,411
R. Gay,San Antonio,347,323,388,662,179,1269,495,182,865,187,263,198
R. Gay,Toronto,108,151,184,256,47,609,152,42,223,63,132,110
R. Gobert,Utah,597,1393,2201,1927,0,3004,3,442,3455,1454,713,294
R. Gomes,LA Clippers,130,67,94,161,76,356,239,107,238,75,69,68
R. Gomes,Minnesota,114,82,98,235,60,493,170,69,252,72,89,70
R. Gomes,Oklahoma City,1,0,0,3,0,6,2,5,4,0,1,1
R. Hachimura,Washington,87,115,139,229,25,458,87,48,216,78,53,54
R. Hamilton,Chicago,156,67,77,251,20,554,67,60,93,25,108,76
R. Hamilton,Detroit,335,282,337,449,93,1029,276,93,173,49,188,179
R. Hearn,Detroit,0,0,0,0,1,0,1,1,0,0,0,0
R. Hibbert,Charlotte,21,61,75,78,0,144,0,42,98,53,31,10
R. Hibbert,Denver,1,0,0,2,0,3,0,3,1,1,0,1
R. Hibbert,Indiana,646,968,1274,1936,4,4177,19,416,1929,1104,803,530
R. Hibbert,LA Lakers,88,111,139,175,0,382,2,74,246,122,71,42
R. Hollins,Boston,0,3,8,5,0,8,0,5,3,3,1,1
R. Hollins,Cleveland,26,124,193,128,0,233,0,84,125,86,84,19
R. Hollins,LA Clippers,15,80,120,107,0,163,0,102,137,70,64,10
R. Hollins,Memphis,10,26,42,45,0,72,0,29,47,40,21,6
R. Hollins,Minnesota,48,102,145,159,0,286,1,65,118,76,88,24
R. Hollins,Sacramento,14,27,43,40,0,62,0,35,55,30,23,7
R. Hollins,Washington,0,0,0,4,0,7,0,5,4,7,3,1
R. Hollis-Jefferson,Brooklyn,415,548,745,743,35,1571,165,212,955,295,296,200
R. Hollis-Jefferson,Toronto,109,111,151,156,3,315,24,64,178,115,60,57
R. Holmes,Philadelphia,129,145,214,382,33,636,134,142,381,191,98,57
R. Holmes,Phoenix,56,126,171,208,0,342,0,65,200,112,51,13
R. Holmes,Sacramento,42,93,118,223,0,344,0,44,231,127,52,34
R. Hood,Cleveland,115,112,125,190,78,407,216,62,133,26,42,84
R. Hood,Portland,59,48,61,104,58,202,140,43,90,15,33,38
R. Hood,Utah,403,362,436,571,409,1246,1088,209,563,69,277,285
R. Hummel,Minnesota,38,31,37,75,38,153,112,79,153,52,23,32
R. Hunter,Boston,12,5,6,14,16,31,58,31,31,2,10,9
R. Hunter,Chicago,0,0,0,0,0,0,1,2,1,0,0,0
R. Hunter,Houston,2,0,0,0,0,1,3,4,1,0,0,0
R. Ivey,Milwaukee,8,1,3,6,2,15,11,12,7,1,6,3
R. Ivey,Oklahoma City,13,0,5,14,24,35,63,43,31,3,12,12
R. Ivey,Philadelphia,47,15,22,38,48,83,108,71,58,20,24,21
R. Jackson,Detroit,1486,665,780,1177,437,2555,1225,274,617,173,617,518
R. Jackson,LA Clippers,65,19,21,36,43,81,95,25,64,8,33,16
R. Jackson,Oklahoma City,677,290,334,636,149,1306,521,224,568,96,330,236
R. Jefferson,Cleveland,125,124,176,157,123,274,336,141,261,39,89,72
R. Jefferson,Dallas,54,58,91,68,55,145,131,65,144,23,44,36
R. Jefferson,Denver,15,4,7,10,2,20,7,18,15,2,5,2
R. Jefferson,Golden State,45,44,62,59,27,131,81,57,109,7,32,13
R. Jefferson,San Antonio,300,346,470,488,258,977,644,188,634,113,215,178
R. Jefferson,Utah,123,115,150,153,118,323,277,75,191,17,89,75
R. Kelly,Atlanta,5,3,4,2,2,9,6,11,12,0,3,3
R. Kelly,LA Lakers,147,182,225,164,81,395,243,122,341,58,78,88
R. Kurucs,Brooklyn,99,91,125,190,85,340,255,109,291,76,119,47
R. Langford,Boston,15,19,27,26,6,61,29,34,29,15,13,14
R. Ledo,Dallas,3,5,6,3,3,12,11,13,3,1,4,4
R. Ledo,New York,4,3,5,9,5,25,14,5,7,4,13,3
R. Lewis,Miami,68,32,49,72,73,152,197,93,141,30,50,44
R. Lewis,Orlando,124,162,203,241,192,509,505,89,319,80,135,121
R. Lewis,Washington,90,74,88,165,59,342,191,60,211,82,84,66
R. Lopez,Chicago,279,212,288,949,10,1786,42,206,537,490,274,151
R. Lopez,Milwaukee,45,28,53,115,35,198,105,68,109,56,63,39
R. Lopez,New Orleans,58,138,180,340,0,637,0,74,202,196,95,72
R. Lopez,New York,101,116,143,330,0,600,1,76,308,242,122,67
R. Lopez,Phoenix,26,228,316,430,0,835,0,159,354,251,117,98
R. Lopez,Portland,112,258,324,519,0,958,2,125,515,469,142,117
R. Mason,Miami,19,5,5,8,17,19,48,25,21,1,9,10
R. Mason,New Orleans,69,29,32,66,65,143,155,65,118,11,49,35
R. Mason,New York,14,3,4,8,14,28,35,22,32,4,3,2
R. Mason,San Antonio,124,23,26,97,80,210,233,71,133,11,52,59
R. Mason,Washington,33,7,9,32,41,71,111,39,44,3,20,22
R. McCallum,Memphis,27,2,4,18,10,53,26,10,14,2,13,13
R. McCallum,Sacramento,217,66,92,192,39,435,127,88,139,58,91,90
R. McCallum,San Antonio,33,9,10,22,5,51,16,24,25,6,11,9
R. McGruder,LA Clippers,38,19,34,49,26,94,92,57,125,30,24,22
R. McGruder,Miami,232,91,135,228,159,476,455,148,338,150,113,143
R. Morris,Atlanta,2,14,22,20,0,38,0,20,23,8,7,6
R. Murray,Charlotte,84,92,124,119,41,280,131,46,83,15,65,46
R. Murray,Chicago,36,41,54,65,26,140,72,21,59,11,22,18
R. Nesterović,Toronto,21,1,5,75,0,136,0,34,51,33,13,12
R. Neto,Philadelphia,98,39,47,68,36,138,93,53,53,11,48,24
R. Neto,Utah,347,106,135,239,111,493,284,180,211,32,177,93
R. O'Neale,Utah,395,133,172,222,201,433,528,216,817,75,188,129
R. Price,LA Lakers,165,36,45,46,31,114,109,43,50,19,52,34
R. Price,Orlando,45,6,9,15,7,38,36,28,32,7,21,12
R. Price,Phoenix,186,45,59,76,73,173,216,91,101,37,95,42
R. Price,Portland,73,17,24,29,10,81,39,39,31,13,34,13
R. Price,Utah,164,65,91,124,34,300,120,109,78,45,103,43
R. Purvis,Orlando,5,4,4,10,8,19,28,9,10,0,6,6
R. Reid,Oklahoma City,0,0,0,4,0,5,0,4,1,1,1,1
R. Rondo,Boston,2770,408,687,1257,74,2537,298,262,996,303,887,277
R. Rondo,Chicago,430,30,50,163,44,394,120,65,261,65,155,75
R. Rondo,Dallas,250,13,33,149,16,341,48,38,140,43,119,47
R. Rondo,LA Lakers,680,60,90,240,104,528,293,105,358,67,235,85
R. Rondo,New Orleans,468,25,43,161,45,313,132,59,203,28,130,49
R. Rondo,Sacramento,816,82,143,284,59,593,165,70,344,77,273,85
R. Rubio,Minnesota,2704,968,1172,805,215,2008,675,320,1137,244,879,371
R. Rubio,Phoenix,570,191,220,209,78,476,216,65,258,46,172,79
R. Rubio,Utah,788,347,405,438,161,980,500,137,490,72,376,161
R. Sacre,LA Lakers,107,120,185,270,0,620,0,154,312,178,88,58
R. Sessions,Charlotte,565,559,687,497,69,1167,237,166,300,60,243,166
R. Sessions,Cleveland,599,408,499,426,29,966,74,114,300,62,241,109
R. Sessions,LA Lakers,59,32,43,27,8,52,15,9,28,3,22,5
R. Sessions,Milwaukee,86,100,120,84,14,169,35,20,55,11,33,35
R. Sessions,Minnesota,234,142,199,221,1,474,13,75,140,54,124,65
R. Sessions,New York,27,12,15,15,2,42,11,13,17,1,15,12
R. Sessions,Sacramento,96,64,88,57,6,155,28,36,56,13,51,31
R. Sessions,Washington,277,268,349,261,42,548,133,106,218,33,136,77
R. Smith,Memphis,13,15,21,7,1,21,7,16,8,2,10,5
R. Smith,New Orleans,2,0,0,1,1,4,6,5,3,0,7,2
R. Spalding,Phoenix,3,1,3,6,0,13,1,8,16,3,6,2
R. Stuckey,Detroit,1173,1117,1341,1421,133,3223,466,308,690,237,599,523
R. Stuckey,Indiana,399,340,424,462,83,1057,250,153,389,54,223,186
R. Tucker,Utah,5,19,23,18,4,28,20,19,17,3,9,3
R. Turiaf,Golden State,72,33,69,74,0,129,1,35,124,45,38,14
R. Turiaf,LA Clippers,34,22,61,49,0,95,0,56,105,44,27,12
R. Turiaf,Miami,2,4,8,8,0,11,0,5,15,6,2,1
R. Turiaf,Minnesota,22,11,34,42,0,76,0,25,89,44,18,11
R. Turiaf,New York,88,55,90,95,0,154,0,57,127,57,38,16
R. Turiaf,Washington,5,0,0,3,0,3,0,4,11,1,6,0
R. Ukić,Milwaukee,12,9,11,11,3,18,12,12,3,0,6,0
R. Vaughn,Brooklyn,1,0,0,0,0,0,0,1,0,0,0,0
R. Vaughn,Milwaukee,57,15,19,56,70,160,213,110,120,13,38,54
R. Vaughn,Orlando,0,0,0,1,1,4,2,3,3,1,2,0
R. Wallace,Boston,73,89,112,163,77,316,273,71,254,36,60,78
R. Wallace,New York,6,14,20,32,22,71,68,19,72,11,10,9
R. Westbrook,Houston,438,298,402,600,63,1175,246,65,396,111,284,116
R. Westbrook,Oklahoma City,5864,3845,4805,4809,792,10212,2553,666,3771,1057,2773,1604
R. White,Sacramento,0,0,0,0,0,1,0,1,0,0,0,0
R. Williams,Boston,43,33,54,120,0,164,1,65,162,86,37,12
R. Williams,Charlotte,87,36,52,94,46,176,155,59,89,30,43,25
R. Williams,Golden State,147,133,172,217,118,415,288,89,207,52,74,70
R. Williams,New Orleans,4,6,7,3,5,12,11,6,4,2,0,5
R. Williams,Oklahoma City,1,0,0,4,1,6,3,3,0,0,2,1
R. Williams,San Antonio,8,2,2,8,2,12,14,12,11,1,2,5
S. Adams,Oklahoma City,592,829,1470,2063,1,3474,11,495,2128,1709,729,414
S. Alabi,Toronto,3,0,2,4,0,15,0,11,5,5,3,2
S. Battier,Houston,317,122,177,175,189,351,504,126,461,132,127,111
S. Battier,Memphis,23,9,10,17,9,39,31,16,41,24,10,9
S. Battier,Miami,177,55,77,82,241,185,629,181,282,106,72,89
S. Blake,Detroit,167,12,16,35,42,78,129,51,67,9,74,25
S. Blake,Golden State,61,4,6,12,20,26,56,19,31,3,16,9
S. Blake,LA Clippers,126,9,12,21,23,52,55,22,39,6,37,14
S. Blake,LA Lakers,629,75,97,136,210,363,551,176,363,42,235,104
S. Blake,Portland,459,50,65,107,148,247,402,124,216,29,158,64
S. Brown,LA Lakers,186,173,200,352,122,736,360,149,249,61,130,123
S. Brown,Miami,3,3,4,4,3,12,7,5,1,0,4,1
S. Brown,Milwaukee,142,73,93,173,124,359,353,152,393,83,101,67
S. Brown,New York,2,0,4,12,0,27,0,12,7,5,5,4
S. Brown,Phoenix,147,131,167,321,77,701,254,101,177,70,116,116
S. Brown,San Antonio,5,7,9,8,0,26,2,9,12,1,8,5
S. Christon,Oklahoma City,116,15,29,57,9,142,53,54,60,17,41,24
S. Collins,Charlotte,8,1,1,5,2,15,10,15,5,0,4,6
S. Curry,Cleveland,0,0,0,0,1,2,1,1,1,0,0,0
S. Curry,Dallas,320,149,177,361,292,666,662,139,280,54,162,127
S. Curry,Golden State,4193,2195,2416,2912,2263,5658,5254,642,2450,447,2009,1139
S. Curry,Phoenix,1,0,0,0,0,2,1,2,2,0,0,0
S. Curry,Portland,63,43,50,91,100,196,224,70,86,25,55,43
S. Curry,Sacramento,30,29,36,36,27,75,64,37,33,6,21,16
S. Dalembert,Dallas,33,91,127,192,0,337,1,72,303,179,84,37
S. Dalembert,Houston,30,72,88,177,0,340,1,52,253,133,71,40
S. Dalembert,Milwaukee,21,38,55,135,1,251,1,45,171,103,50,28
S. Dalembert,New York,29,14,20,57,0,130,0,32,115,53,39,12
S. Dalembert,Philadelphia,59,88,118,258,0,476,0,75,489,221,112,69
S. Dalembert,Sacramento,59,92,127,231,0,488,2,72,377,179,119,77
S. Dekker,Cleveland,9,8,10,17,5,35,13,9,24,9,5,7
S. Dekker,Houston,75,38,68,143,60,244,186,76,187,96,40,49
S. Dekker,LA Clippers,34,36,53,105,10,179,60,66,117,39,32,26
S. Dekker,Washington,33,17,33,77,10,137,35,33,65,36,16,16
S. Dinwiddie,Brooklyn,1386,907,1150,789,406,1634,1230,254,644,118,494,349
S. Dinwiddie,Detroit,117,42,53,52,13,131,72,41,53,4,37,29
S. Doumbouya,Detroit,19,31,46,64,28,138,98,36,98,20,35,28
S. Edwards,Cleveland,0,0,0,1,0,3,0,2,1,1,1,0
S. Erden,Boston,19,34,54,58,0,97,0,37,76,31,32,10
S. Erden,Cleveland,9,18,37,33,0,67,0,23,45,20,14,7
S. Gaines,Minnesota,6,5,10,5,2,16,6,8,5,1,6,1
S. Gaines,New Jersey,124,59,96,73,25,179,80,54,80,34,54,43
S. Gaines,Toronto,11,2,6,12,3,20,15,6,6,2,8,9
S. Gaines,Utah,33,20,38,27,7,52,25,27,22,6,12,6
S. Gilgeous-Alexander,LA Clippers,254,148,183,265,50,534,131,78,164,53,136,71
S. Gilgeous-Alexander,Oklahoma City,261,309,379,416,101,819,286,77,399,50,148,106
S. Graham,Charlotte,21,41,63,93,13,173,44,53,101,23,34,22
S. Graham,New Jersey,30,25,31,64,1,153,10,47,92,14,30,21
S. Harrison,Chicago,177,118,169,202,36,416,123,107,231,53,74,76
S. Harrison,Phoenix,30,22,30,34,4,66,19,17,41,6,14,11
S. Hawes,Charlotte,160,77,90,164,49,342,149,84,290,74,93,41
S. Hawes,Cleveland,39,33,43,71,34,148,78,20,120,32,41,36
S. Hawes,LA Clippers,85,40,64,101,52,224,164,66,220,30,56,37
S. Hawes,Milwaukee,15,6,9,12,6,20,18,14,21,5,5,1
S. Hawes,Philadelphia,513,249,348,828,116,1691,317,223,1176,409,364,225
S. Hawes,Sacramento,158,73,106,286,26,579,87,72,291,145,131,80
S. Hill,Indiana,231,180,216,226,80,507,258,140,342,106,136,100
S. Hill,Memphis,94,26,38,40,56,86,147,48,120,24,40,27
S. Hill,Miami,12,14,16,9,8,23,29,13,22,6,11,7
S. Hill,New Orleans,197,118,150,116,117,254,341,118,329,80,105,62
S. Hopson,Dallas,1,1,2,0,0,1,0,1,0,0,1,0
S. Hunter,Memphis,0,19,36,17,0,43,0,21,24,18,9,8
S. Ibaka,Oklahoma City,282,659,889,2141,171,3950,476,470,2359,1143,614,492
S. Ibaka,Orlando,59,75,88,260,83,489,215,56,282,100,66,53
S. Ibaka,Toronto,256,349,449,1021,270,1806,747,225,1292,373,344,236
S. Jackson,Charlotte,478,499,628,708,226,1549,682,132,518,118,419,198
S. Jackson,Golden State,42,26,35,45,11,93,40,9,29,6,26,14
S. Jackson,LA Clippers,5,2,4,5,1,12,14,9,8,2,6,5
S. Jackson,Milwaukee,77,50,60,67,30,164,108,26,66,16,66,35
S. Jackson,San Antonio,82,55,81,89,51,179,179,59,147,22,80,37
S. Johnson,Detroit,358,251,323,445,208,1016,722,251,724,142,297,226
S. Johnson,New Orleans,26,6,10,23,9,51,30,17,32,9,24,5
S. Johnson,Toronto,26,10,17,18,9,41,29,27,33,8,16,11
S. Jones,Indiana,61,83,123,125,0,281,4,86,154,92,70,28
S. Jones,LA Clippers,2,4,5,1,0,8,0,8,6,11,5,3
S. Jones,New Orleans,7,15,18,23,0,53,0,11,20,21,13,7
S. Jones,Orlando,2,2,4,6,0,17,0,9,8,8,2,2
S. Karasev,Brooklyn,74,50,61,55,27,112,88,66,88,28,43,23
S. Karasev,Cleveland,5,9,10,6,4,14,18,15,15,0,10,3
S. Kaun,Cleveland,3,5,11,7,0,10,0,14,8,10,7,1
S. Kidd,Utah,1,0,0,0,0,2,1,3,3,0,2,0
S. Kilpatrick,Brooklyn,178,240,281,256,134,550,394,95,299,25,164,121
S. Kilpatrick,Chicago,2,11,13,5,3,12,15,3,6,1,3,9
S. Kilpatrick,Denver,3,7,8,4,4,4,17,7,4,2,4,2
S. Kilpatrick,LA Clippers,3,2,2,4,3,11,7,4,2,0,1,1
S. Kilpatrick,Milwaukee,15,18,19,18,13,36,46,22,24,1,9,10
S. Kilpatrick,Minnesota,4,4,4,3,4,7,13,4,5,1,2,2
S. Labissière,Portland,46,25,35,79,3,135,13,39,106,66,32,12
S. Labissière,Sacramento,98,135,180,279,23,578,66,98,293,139,108,64
S. Larkin,Boston,76,30,33,47,29,119,75,48,64,12,29,22
S. Larkin,Brooklyn,294,76,95,161,35,343,99,71,133,17,129,47
S. Larkin,Dallas,70,16,25,39,11,97,37,40,31,11,39,19
S. Larkin,New York,191,44,57,127,35,266,108,68,120,24,69,55
S. Livingston,Brooklyn,226,149,176,212,1,439,6,71,164,64,95,64
S. Livingston,Charlotte,164,101,118,184,1,393,4,73,120,29,88,43
S. Livingston,Cleveland,142,52,61,119,0,239,1,40,69,25,44,30
S. Livingston,Golden State,812,245,317,780,2,1495,21,337,510,178,308,160
S. Livingston,Milwaukee,99,56,68,109,2,232,3,45,59,31,54,24
S. Livingston,Oklahoma City,14,0,0,5,0,14,2,10,16,4,8,0
S. Livingston,Washington,103,27,27,76,0,170,6,35,58,8,48,18
S. Long,Philadelphia,9,16,29,38,5,57,10,12,32,20,10,9
S. Mac,Washington,15,18,21,18,6,38,26,21,26,4,3,6
S. Machado,Houston,6,2,2,3,0,5,1,5,1,0,8,1
S. Machado,LA Lakers,3,1,1,3,1,5,1,2,0,0,0,1
S. Mack,Atlanta,441,78,98,242,104,517,321,145,214,27,157,104
S. Mack,Charlotte,1,5,9,2,0,12,2,4,2,0,4,1
S. Mack,Memphis,182,49,70,115,46,261,128,53,84,18,62,47
S. Mack,Orlando,231,62,85,113,43,241,119,60,127,20,80,44
S. Mack,Philadelphia,1,0,0,1,0,1,1,3,0,0,2,0
S. Mack,Utah,254,66,97,192,59,395,174,69,166,24,149,77
S. Mack,Washington,104,19,30,62,16,151,51,55,77,14,36,28
S. Marion,Cleveland,49,26,34,97,12,199,43,54,125,56,31,37
S. Marion,Dallas,554,378,488,1496,95,2916,315,320,1536,664,463,355
S. Marks,New Orleans,2,2,5,4,0,8,0,8,9,14,2,1
S. Marks,Portland,4,5,8,17,2,42,2,23,24,16,11,7
S. May,Sacramento,16,21,32,45,0,95,3,29,46,20,18,13
S. Mejri,Dallas,74,99,162,228,5,363,20,171,487,228,110,40
S. Milton,Philadelphia,128,60,76,104,79,189,189,58,100,23,57,52
S. Muhammad,Milwaukee,7,7,8,26,2,40,6,8,15,5,1,2
S. Muhammad,Minnesota,132,427,573,708,111,1418,346,248,434,267,171,248
S. Mykhailiuk,Detroit,110,51,64,51,117,124,289,59,88,18,62,43
S. Mykhailiuk,LA Lakers,33,12,20,17,27,47,85,36,26,8,20,16
