Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
S. Napier,Brooklyn,138,111,134,92,70,203,215,54,80,15,66,48
S. Napier,Miami,130,44,56,45,43,111,118,51,97,16,81,30
S. Napier,Minnesota,187,69,84,67,47,124,159,36,93,17,76,27
S. Napier,Orlando,96,28,39,33,33,95,101,50,46,9,46,23
S. Napier,Portland,202,133,162,159,101,349,275,110,170,30,117,56
S. Napier,Washington,75,54,64,45,29,92,81,20,39,9,52,16
S. Nash,LA Lakers,397,93,102,203,64,406,153,62,134,29,151,33
S. Nash,Phoenix,2146,399,434,843,239,1545,586,191,555,89,701,185
S. Novak,Dallas,0,0,0,1,3,4,4,5,5,0,0,0
S. Novak,LA Clippers,6,4,6,15,15,28,52,32,25,1,2,8
S. Novak,Milwaukee,0,0,0,1,3,1,12,11,4,0,0,0
S. Novak,New York,37,29,33,51,226,120,508,112,192,23,24,60
S. Novak,Oklahoma City,2,0,0,3,8,8,21,14,7,1,3,5
S. Novak,San Antonio,3,6,6,7,19,13,35,11,17,3,2,4
S. Novak,Toronto,12,4,4,6,51,20,114,39,46,6,4,12
S. Novak,Utah,6,0,2,0,16,2,33,16,15,1,3,6
S. O'Neal,Boston,26,73,131,131,0,198,0,36,129,48,55,19
S. O'Neal,Cleveland,80,112,226,262,0,462,1,53,262,93,105,38
S. Ojeleye,Boston,76,75,106,83,113,179,342,187,289,83,60,65
S. Pavlović,Boston,9,3,6,22,9,51,41,33,37,4,14,12
S. Pavlović,Dallas,7,4,5,8,7,19,16,10,12,0,5,1
S. Pavlović,Minnesota,54,9,25,64,30,164,109,64,96,10,51,36
S. Pavlović,New Orleans,6,0,0,2,0,6,5,4,6,0,1,3
S. Pavlović,Portland,26,0,4,18,11,41,43,32,40,7,13,11
S. Ponds,Toronto,2,2,2,2,1,3,2,3,1,0,0,1
S. Randolph,Boston,2,3,13,15,0,33,1,12,32,18,4,4
S. Randolph,Miami,0,0,0,1,0,7,0,2,4,3,1,1
S. Randolph,Phoenix,3,11,21,12,0,32,4,21,25,15,5,4
S. Randolph,Portland,1,2,2,1,0,3,0,3,1,0,1,0
S. Rodríguez,New York,66,18,22,46,10,84,33,19,24,7,37,12
S. Rodríguez,Philadelphia,345,12,19,118,92,284,252,68,140,21,128,65
S. Rodríguez,Sacramento,121,42,61,73,15,148,42,39,35,15,59,24
S. Samuels,Cleveland,36,134,209,192,0,437,4,90,174,119,94,66
S. Telfair,LA Clippers,114,24,31,56,11,119,47,39,36,5,44,17
S. Telfair,Minnesota,111,43,59,69,28,163,78,37,37,17,64,29
S. Telfair,Oklahoma City,45,23,32,28,17,65,59,16,28,2,18,11
S. Telfair,Phoenix,202,67,89,111,64,290,181,91,102,25,101,56
S. Telfair,Toronto,23,7,8,7,7,16,26,8,8,1,5,3
S. Thornwell,LA Clippers,67,72,105,81,21,182,68,98,133,33,62,35
S. Thornwell,New Orleans,4,2,4,4,2,7,4,2,4,0,2,0
S. Vujačić,LA Clippers,0,0,0,1,1,3,2,1,3,0,3,1
S. Vujačić,LA Lakers,41,15,18,34,25,74,73,57,49,19,20,20
S. Vujačić,New Jersey,104,58,69,111,79,259,218,48,122,27,52,63
S. Vujačić,New York,100,38,48,58,53,153,166,82,132,26,50,40
S. Weems,Philadelphia,2,1,2,5,2,12,9,7,11,1,4,2
S. Weems,Phoenix,47,7,13,22,13,57,33,35,35,6,37,10
S. Weems,Toronto,177,101,139,377,16,765,67,111,225,74,139,108
S. Whittington,Indiana,8,18,23,20,1,39,7,23,21,11,7,4
S. Williams,Boston,19,64,86,58,0,109,1,45,91,42,29,11
S. Williams,Dallas,2,5,6,12,0,16,0,7,4,9,7,0
S. Williams,Denver,19,34,46,82,0,181,0,42,149,74,37,39
S. Williams,Detroit,6,5,5,10,1,24,20,13,12,6,4,8
S. Williams,LA Lakers,30,14,20,31,42,63,129,36,142,25,21,20
S. Williams,Miami,36,27,32,42,60,88,152,43,112,27,23,28
S. Williams,New Jersey,49,86,123,135,21,299,88,71,267,173,91,74
S. Williams,New York,54,51,62,76,75,175,181,57,178,70,41,50
S. Young,Indiana,40,19,35,37,16,88,49,47,90,24,31,19
S. Young,Memphis,114,190,239,407,24,847,106,163,249,113,137,120
S. Young,Philadelphia,2,4,6,4,1,19,3,6,12,5,3,6
S. Zimmerman,Orlando,3,3,5,9,0,25,0,16,21,9,1,4
T. Allen,Boston,63,64,105,113,0,218,4,47,78,44,58,36
T. Allen,Memphis,555,675,967,1449,65,2964,221,419,1114,668,578,477
T. Allen,New Orleans,9,11,21,40,4,79,12,21,27,20,19,15
T. Antetokounmpo,Milwaukee,15,7,17,24,0,38,10,17,12,12,12,5
T. Antetokounmpo,New York,0,0,0,3,0,3,1,2,1,0,0,0
T. Ariza,Houston,873,507,668,762,808,1608,2292,353,1557,283,500,547
T. Ariza,New Orleans,276,201,278,321,103,730,338,106,481,97,177,148
T. Ariza,Phoenix,87,34,40,36,50,88,139,26,129,16,39,28
T. Ariza,Portland,41,38,43,44,34,74,85,21,87,13,28,13
T. Ariza,Sacramento,50,21,27,21,43,43,122,32,125,21,28,18
T. Ariza,Washington,452,297,373,403,333,812,887,164,740,167,269,231
T. Battie,New Jersey,3,7,10,13,1,35,4,15,19,4,3,1
T. Battie,Philadelphia,23,12,18,61,2,136,3,60,138,25,16,16
T. Black,Houston,20,39,82,113,0,187,9,69,151,117,51,26
T. Black,LA Lakers,76,123,198,245,1,473,2,121,373,233,97,72
T. Booker,Brooklyn,172,97,152,334,26,619,83,85,492,177,152,51
T. Booker,Indiana,10,3,3,21,3,44,9,11,31,19,7,6
T. Booker,Philadelphia,27,32,39,59,2,102,7,33,75,47,20,7
T. Booker,Utah,143,136,217,339,33,660,105,143,489,282,160,98
T. Booker,Washington,162,189,309,591,1,1113,10,210,687,439,172,129
T. Bradley,Utah,25,37,55,128,3,208,4,72,177,127,35,25
T. Brown,Washington,246,133,178,275,80,584,234,115,402,108,104,86
T. Bryant,LA Lakers,2,4,6,2,1,4,5,9,5,1,1,2
T. Bryant,Washington,166,184,240,456,67,699,182,113,549,204,108,65
T. Burke,Dallas,86,42,52,84,42,172,103,33,47,12,31,24
T. Burke,New York,231,90,118,251,62,508,169,64,93,27,63,77
T. Burke,Philadelphia,53,12,17,43,16,89,38,24,20,15,12,15
T. Burke,Utah,800,240,296,613,307,1464,932,199,416,77,314,377
T. Burke,Washington,95,20,27,80,26,178,63,55,39,7,44,25
T. Caupain,Orlando,4,0,0,2,2,5,3,4,2,1,0,2
T. Cavanaugh,Atlanta,27,16,20,34,31,59,86,37,80,43,14,13
T. Cavanaugh,Utah,0,2,2,2,0,3,3,6,3,1,1,1
T. Chandler,Charlotte,12,91,127,88,0,163,0,43,172,96,83,27
T. Chandler,Dallas,112,368,502,507,0,781,0,137,958,465,186,78
T. Chandler,Houston,6,6,15,14,0,18,0,22,41,25,8,0
T. Chandler,LA Lakers,31,41,69,53,0,86,1,46,183,85,35,10
T. Chandler,New York,161,440,652,622,0,969,3,162,1081,580,226,110
T. Chandler,Phoenix,149,247,379,436,0,699,1,161,1059,451,220,85
T. Cook,Cleveland,1,5,6,7,0,10,0,11,6,4,1,0
T. Cook,Denver,0,2,2,1,0,2,0,2,4,2,2,0
T. Craig,Denver,143,89,136,235,126,405,401,172,410,190,90,101
T. Daniels,Charlotte,16,5,9,26,49,58,103,40,42,7,19,16
T. Daniels,Denver,5,1,2,7,9,14,26,10,8,1,3,6
T. Daniels,Houston,4,3,4,3,14,5,46,16,6,0,5,5
T. Daniels,LA Lakers,14,8,13,22,40,46,112,40,34,12,9,19
T. Daniels,Memphis,37,36,44,42,125,124,326,60,68,18,39,76
T. Daniels,Minnesota,13,2,2,6,13,20,39,16,13,6,8,17
T. Daniels,Phoenix,70,69,82,84,248,181,620,121,165,25,79,69
T. Davis,Oklahoma City,0,0,0,0,0,1,0,1,0,1,0,0
T. Davis,Toronto,122,56,64,111,102,204,261,76,198,52,82,57
T. Diener,Indiana,4,0,2,0,1,1,5,4,2,0,0,1
T. Diener,Portland,2,1,2,1,0,1,0,3,0,0,0,0
T. Dorsey,Atlanta,87,49,72,76,65,195,205,74,132,23,41,44
T. Dorsey,Memphis,27,17,29,25,23,52,58,16,36,12,9,17
T. Douglas,Golden State,19,4,7,13,19,27,59,23,22,4,16,9
T. Douglas,Houston,93,59,66,78,61,190,162,48,67,23,56,53
T. Douglas,Memphis,56,21,26,36,7,75,42,24,47,13,22,18
T. Douglas,Miami,24,9,13,14,7,30,23,14,26,8,9,9
T. Douglas,New Orleans,150,66,84,82,74,208,182,59,100,20,57,52
T. Douglas,New York,354,117,147,303,202,658,576,151,269,95,182,132
T. Douglas,Sacramento,36,14,14,16,11,34,32,15,22,5,17,7
T. Duncan,San Antonio,1270,1267,1723,2598,6,5203,39,443,3155,975,799,469
T. Duval,Milwaukee,2,0,0,1,1,2,1,2,1,0,0,0
T. Ennis,Houston,33,2,3,19,6,48,16,29,15,4,24,10
T. Ennis,LA Lakers,102,22,30,81,19,173,69,58,66,19,36,33
T. Ennis,Milwaukee,110,20,27,80,18,181,61,59,61,14,55,37
T. Ennis,Phoenix,14,2,2,7,2,15,6,8,6,1,8,2
T. Evans,Indiana,156,103,141,172,67,417,197,65,154,31,111,94
T. Evans,Memphis,269,155,199,252,114,523,286,52,221,44,117,96
T. Evans,New Orleans,1027,506,676,896,134,1934,446,186,721,163,487,400
T. Evans,Sacramento,1134,869,1135,1387,150,2924,510,235,925,209,629,365
T. Fall,Boston,1,2,5,12,0,15,0,8,15,1,3,0
T. Ferguson,Oklahoma City,133,57,74,129,181,233,553,177,171,72,83,106
T. Ford,Indiana,318,138,179,262,14,566,81,86,170,55,152,61
T. Ford,San Antonio,45,11,14,17,2,35,8,14,15,3,23,6
T. Frazier,Detroit,93,19,24,24,10,64,30,27,24,9,36,8
T. Frazier,Milwaukee,18,2,2,6,2,14,12,6,5,6,7,2
T. Frazier,New Orleans,562,149,191,216,70,445,208,116,264,69,182,67
T. Frazier,Philadelphia,43,5,15,10,3,32,11,6,15,4,18,5
T. Frazier,Portland,42,8,15,17,3,44,17,26,28,11,27,12
T. Frazier,Washington,184,23,30,48,16,107,54,54,89,18,55,23
T. Gibson,Chicago,527,826,1196,2008,3,4015,33,513,2058,1227,643,505
T. Gibson,Minnesota,180,269,353,688,18,1158,69,147,650,350,158,123
T. Gibson,New York,52,41,56,163,4,272,14,62,156,111,46,27
T. Gibson,Oklahoma City,12,19,29,64,1,128,1,17,45,31,22,22
T. Gilder,Memphis,0,0,0,1,0,1,0,1,1,0,0,0
T. Graham,Atlanta,15,9,19,12,13,30,37,20,28,22,10,11
T. Graham,Brooklyn,29,18,22,25,28,55,104,31,76,19,15,13
T. Graham,Charlotte,64,49,71,59,46,138,107,81,92,45,29,40
T. Graham,Minnesota,30,27,37,42,20,92,83,33,71,29,19,24
T. Griffin,Phoenix,1,2,4,4,0,8,2,7,2,0,1,2
T. Hansbrough,Charlotte,7,32,57,27,2,64,3,37,47,40,11,11
T. Hansbrough,Indiana,123,638,833,658,0,1515,10,218,612,429,205,230
T. Hansbrough,Toronto,29,186,273,141,1,288,9,119,263,188,61,47
T. Hardaway,Atlanta,207,187,236,294,179,551,512,118,230,39,118,119
T. Hardaway,Dallas,185,181,227,264,268,539,707,96,279,35,96,133
T. Hardaway,New York,441,513,617,683,464,1452,1368,238,543,86,282,388
T. Harris,Detroit,285,344,399,695,237,1345,634,146,653,114,167,216
T. Harris,LA Clippers,226,233,274,449,173,871,401,81,532,57,150,121
T. Harris,Miami,11,12,16,9,5,20,14,16,19,14,14,4
T. Harris,Milwaukee,31,62,75,101,13,210,39,58,90,41,42,31
T. Harris,New Orleans,7,1,2,2,0,10,7,9,17,0,8,3
T. Harris,Orlando,318,523,653,884,170,1751,531,182,1005,244,281,282
T. Harris,Philadelphia,307,238,288,559,173,1069,485,98,601,108,142,175
T. Hassell,New Jersey,50,52,69,90,0,214,5,51,96,56,47,29
T. Herro,Miami,191,129,149,222,161,466,421,74,304,23,123,80
T. Honeycutt,Sacramento,2,4,5,6,0,16,2,13,8,4,6,3
T. Horton-Tucker,LA Lakers,6,2,4,14,6,24,18,8,10,2,6,6
T. Jerome,Phoenix,44,11,15,24,14,63,50,30,39,7,18,19
T. Johnson,Brooklyn,33,20,20,28,25,61,64,12,23,8,8,12
T. Johnson,Miami,588,400,526,659,308,1349,845,237,649,135,288,261
T. Johnson,New Orleans,4,5,5,8,0,14,0,10,9,3,5,0
T. Johnson,Phoenix,104,57,70,69,42,157,139,44,79,25,38,35
T. Johnson,Toronto,11,7,8,9,1,27,3,7,5,2,5,5
T. Jones,Houston,143,227,364,573,65,1048,212,151,611,271,141,138
T. Jones,Memphis,285,39,52,150,47,305,124,65,94,9,55,47
T. Jones,Milwaukee,0,0,0,0,0,3,0,3,3,0,0,0
T. Jones,Minnesota,702,164,195,288,111,635,337,216,286,53,159,138
T. Jones,New Orleans,58,103,170,212,19,412,75,51,237,66,49,42
T. Lawson,Denver,2495,1150,1494,1546,363,3133,997,375,836,261,868,483
T. Lawson,Houston,180,56,80,80,31,193,94,51,69,20,82,40
T. Lawson,Indiana,19,0,0,11,3,23,8,7,14,0,5,1
T. Lawson,Sacramento,301,145,185,186,33,376,116,66,122,43,124,49
T. Leaf,Indiana,38,30,54,145,30,272,84,124,170,83,28,48
T. Leslie,LA Clippers,5,4,9,5,0,14,0,9,3,6,2,3
T. Luwawu-Cabarrot,Brooklyn,35,74,87,62,75,129,199,50,112,30,45,41
T. Luwawu-Cabarrot,Chicago,17,14,20,24,25,55,67,24,50,7,12,11
T. Luwawu-Cabarrot,Oklahoma City,4,4,6,8,5,21,22,13,14,4,4,4
T. Luwawu-Cabarrot,Philadelphia,114,125,153,121,89,269,280,111,164,37,102,69
T. Lydon,Denver,5,1,3,4,4,7,10,16,11,6,4,4
T. Lyles,Denver,167,172,247,330,129,604,401,127,468,93,124,100
T. Lyles,San Antonio,69,33,45,88,65,175,168,63,290,71,39,35
T. Lyles,Utah,124,100,142,213,102,491,302,138,388,101,118,86
T. Maker,Detroit,65,102,149,95,40,177,121,79,179,73,62,30
T. Maker,Milwaukee,81,107,167,173,83,345,246,152,284,119,63,42
T. Mann,LA Clippers,54,18,27,32,7,62,22,37,52,10,20,10
T. McCall,Brooklyn,0,0,1,2,0,2,1,1,1,0,0,0
T. McConnell,Indiana,362,36,44,210,5,402,17,74,157,38,102,38
T. McConnell,Philadelphia,1335,144,187,732,75,1421,227,287,698,134,464,178
T. McGrady,Atlanta,83,42,64,70,12,166,22,42,97,17,40,22
T. McGrady,Detroit,242,90,128,189,30,415,87,68,197,45,97,56
T. McGrady,Houston,6,4,6,6,1,17,2,6,5,0,1,2
T. McGrady,New York,79,43,57,65,12,143,46,20,60,21,38,25
T. Mitchell,Detroit,2,10,16,3,1,6,1,12,6,10,3,0
T. Mitchell,Milwaukee,1,0,0,3,0,4,1,3,0,1,0,0
T. Mozgov,Brooklyn,8,19,25,41,4,67,18,28,59,28,31,4
T. Mozgov,Cleveland,60,143,197,359,1,613,7,108,380,203,123,58
T. Mozgov,Denver,96,285,390,490,3,940,21,188,663,334,229,118
T. Mozgov,LA Lakers,43,63,78,169,0,327,1,54,161,105,72,32
T. Mozgov,New York,15,31,44,52,0,112,0,34,63,41,32,13
T. Murphy,Boston,5,6,7,9,0,15,7,11,20,9,5,1
T. Murphy,Dallas,7,10,11,11,11,26,35,14,42,7,7,7
T. Murphy,Indiana,135,133,168,227,116,429,299,65,558,107,92,55
T. Murphy,LA Lakers,42,4,7,35,26,77,63,44,125,31,21,14
T. Murphy,New Jersey,17,9,17,22,4,53,23,18,64,11,13,5
T. Murry,New York,41,19,34,46,1,101,7,40,27,13,29,18
T. Murry,Utah,0,0,0,0,0,1,0,1,0,0,0,0
T. Murry,Washington,1,2,2,2,0,4,0,3,0,1,4,0
T. Ohlbrecht,Houston,1,1,1,1,0,2,0,2,1,0,3,0
T. Outlaw,LA Clippers,20,24,30,31,25,81,66,20,48,12,17,18
T. Outlaw,New Jersey,79,119,156,176,66,419,224,74,255,47,66,92
T. Outlaw,Portland,8,21,24,26,12,70,31,11,25,13,12,14
T. Outlaw,Sacramento,49,75,101,132,53,333,170,116,169,60,47,81
T. Owens,Phoenix,0,2,2,1,0,3,2,2,1,2,0,0
T. Parker,Charlotte,207,91,124,200,13,412,51,56,69,14,74,55
T. Parker,San Antonio,3071,1353,1723,3013,191,5937,522,525,1155,130,1139,577
T. Pinson,Brooklyn,75,34,38,41,27,99,122,47,74,12,48,21
T. Pleiß,Utah,2,2,2,11,0,23,2,8,9,6,8,4
T. Prince,Boston,18,5,6,28,5,51,8,9,24,6,4,8
T. Prince,Detroit,593,310,422,1100,114,2378,295,225,779,251,246,362
T. Prince,Memphis,221,72,115,331,43,780,127,125,347,76,82,125
T. Prince,Minnesota,66,13,19,93,4,193,22,71,108,31,24,33
T. Quarterman,Portland,8,0,0,5,3,7,4,12,4,2,4,0
T. Ratliff,Charlotte,11,35,44,43,0,95,0,22,55,35,20,12
T. Ratliff,LA Lakers,3,0,2,1,0,6,0,9,7,6,3,2
T. Ratliff,San Antonio,9,2,4,16,0,36,0,18,25,15,16,3
T. Robinson,Brooklyn,39,37,84,102,0,238,1,63,198,104,60,26
T. Robinson,Houston,7,12,22,29,0,62,1,15,40,23,19,16
T. Robinson,LA Lakers,24,22,45,77,0,142,0,37,109,67,32,15
T. Robinson,Philadelphia,14,27,46,61,0,124,2,17,82,45,16,15
T. Robinson,Portland,38,74,141,173,0,350,1,94,277,124,79,39
T. Robinson,Sacramento,36,41,71,103,0,243,0,51,146,92,65,42
T. Ross,Orlando,270,310,365,494,445,1016,1242,190,580,53,215,266
T. Ross,Toronto,288,211,263,631,549,1347,1456,331,731,132,255,365
T. Rozier,Boston,585,226,289,396,321,984,893,252,756,150,197,240
T. Rozier,Charlotte,259,142,165,226,172,518,423,63,226,50,141,119
T. Satoranský,Chicago,354,106,121,173,64,352,199,65,178,76,130,57
T. Satoranský,Washington,723,214,270,365,111,695,275,193,382,163,218,100
T. Sefolosha,Atlanta,275,154,218,345,105,664,310,179,641,151,155,117
T. Sefolosha,Houston,25,3,8,22,15,37,54,39,72,21,15,10
T. Sefolosha,Oklahoma City,449,239,313,470,218,919,608,300,1001,237,264,156
T. Sefolosha,Utah,53,57,74,115,57,210,144,82,230,35,49,36
T. Shengelia,Brooklyn,15,11,21,15,1,26,8,25,18,8,21,5
T. Shengelia,Chicago,2,0,0,1,0,2,0,6,2,0,1,0
T. Snell,Chicago,183,91,111,212,176,482,495,183,394,66,138,139
T. Snell,Detroit,127,25,25,68,102,128,254,59,102,9,31,46
T. Snell,Milwaukee,249,117,141,251,315,477,780,217,468,60,107,116
T. Splitter,Atlanta,30,39,48,81,0,153,2,36,76,45,24,14
T. Splitter,Philadelphia,1,2,3,1,1,3,1,2,3,2,1,1
T. Splitter,San Antonio,347,545,786,859,0,1522,3,268,979,443,309,147
T. Taylor,Brooklyn,48,36,53,48,6,136,21,50,26,4,49,21
T. Thomas,Charlotte,90,220,290,363,0,871,7,119,431,147,154,97
T. Thomas,Chicago,33,58,90,99,0,204,1,29,141,42,53,20
T. Thomas,Dallas,14,21,23,33,16,63,43,18,28,13,14,11
T. Thomas,Memphis,1,2,2,1,0,1,0,1,0,0,0,0
T. Thompkins,LA Clippers,3,5,7,18,3,42,11,18,19,4,6,6
T. Thompson,Cleveland,577,1020,1671,2120,9,4074,30,560,3008,1941,656,467
T. Ulis,Phoenix,456,105,132,276,48,644,182,116,152,35,172,103
T. Wallace,Atlanta,13,11,17,13,1,29,15,13,19,3,10,9
T. Wallace,LA Clippers,95,85,125,158,13,350,47,75,149,35,62,59
T. Waller-Prince,Atlanta,336,279,331,405,297,870,780,177,597,90,323,200
T. Waller-Prince,Brooklyn,116,66,84,132,146,308,431,64,331,50,127,93
T. Warren,Indiana,111,170,206,468,98,820,245,71,232,73,95,93
T. Warren,Phoenix,274,453,591,1349,150,2570,446,248,662,360,247,354
T. Waters,Boston,17,8,8,10,4,25,25,11,13,0,15,8
T. Wear,LA Lakers,4,8,8,6,16,16,41,13,30,0,4,9
T. Wear,New York,40,20,26,73,11,179,30,49,75,31,35,24
T. Welsh,Denver,5,1,2,4,3,6,7,7,4,0,1,1
T. Williams,Boston,18,5,10,19,3,39,7,16,19,2,15,5
T. Williams,Houston,18,16,26,26,10,74,34,26,43,4,19,17
T. Williams,Memphis,19,15,25,41,10,81,41,21,38,6,27,10
T. Williams,New Jersey,210,100,143,212,33,525,101,80,291,43,133,76
T. Williams,New York,15,19,27,38,11,67,33,17,38,21,18,14
T. Williams,Sacramento,20,13,22,40,16,69,51,23,58,11,14,11
T. Wroten,Memphis,42,20,27,28,4,67,16,30,14,13,28,9
T. Wroten,Philadelphia,362,323,506,427,80,898,333,102,228,90,323,185
T. Young,Atlanta,1178,771,910,683,357,1410,1027,137,446,90,585,294
T. Young,Brooklyn,162,131,202,576,24,1110,68,92,558,202,160,132
T. Young,Chicago,117,42,72,190,79,379,222,64,221,94,102,72
T. Young,Indiana,443,173,291,981,152,1798,433,221,915,461,303,219
T. Young,Minnesota,135,88,129,269,19,574,65,48,170,74,75,100
T. Young,Philadelphia,513,554,808,1919,137,3720,426,331,1251,701,485,448
T. Zeller,Atlanta,1,0,0,0,0,1,1,2,4,2,0,1
T. Zeller,Boston,162,231,292,496,0,962,1,171,466,234,137,103
T. Zeller,Brooklyn,28,40,60,115,10,203,26,42,131,62,35,18
T. Zeller,Cleveland,120,187,250,335,0,715,4,126,404,238,144,102
T. Zeller,Milwaukee,15,10,12,40,0,73,2,18,46,31,10,5
T. Zeller,San Antonio,0,0,0,1,0,4,0,1,1,3,0,2
U. Haslem,Miami,203,330,438,733,5,1542,31,357,1403,472,232,168
V. Blue,Boston,1,1,5,2,0,3,1,3,3,0,2,0
V. Blue,LA Lakers,3,1,2,1,0,3,2,5,1,0,3,0
V. Carter,Atlanta,127,62,86,115,181,246,501,132,260,47,77,80
V. Carter,Dallas,457,384,466,462,334,1045,847,193,564,130,262,221
V. Carter,Memphis,234,178,223,196,213,473,634,180,370,81,112,141
V. Carter,Orlando,269,255,303,379,133,808,368,89,318,36,133,118
V. Carter,Phoenix,75,60,83,153,81,335,219,44,129,39,48,67
V. Carter,Sacramento,62,23,32,53,53,109,153,53,113,17,33,24
V. Claver,Portland,35,15,29,49,22,99,82,61,108,36,42,26
V. Edwards,Houston,0,0,0,0,1,0,4,2,1,1,0,2
V. Faverani,Boston,16,24,37,52,12,107,40,35,86,42,41,14
V. Hunter,Memphis,0,0,0,3,0,5,0,3,1,2,1,1
V. Kravtsov,Detroit,9,11,37,30,0,41,0,21,21,19,14,1
V. Kravtsov,Phoenix,1,4,8,8,0,15,0,14,8,9,6,2
V. Law,Orlando,4,2,6,5,2,11,8,8,11,2,2,2
V. Macklin,Detroit,3,4,8,11,0,20,0,13,11,6,1,2
V. Oladipo,Indiana,542,439,554,695,269,1388,765,129,584,75,348,227
V. Oladipo,Oklahoma City,147,95,127,259,121,526,319,60,226,35,98,115
V. Oladipo,Orlando,836,645,795,939,228,2024,676,204,774,131,555,339
V. Poirier,Boston,9,6,7,16,1,34,2,21,30,13,8,5
V. Radmanović,Atlanta,49,19,25,19,44,55,119,39,93,32,31,26
V. Radmanović,Charlotte,7,4,6,7,7,20,22,8,21,8,5,7
V. Radmanović,Chicago,6,0,0,4,4,10,21,18,12,8,7,7
V. Radmanović,Golden State,114,45,54,131,89,284,251,102,247,106,94,69
V. Wafer,Boston,28,28,33,41,15,77,55,44,35,7,14,15
V. Wafer,Orlando,13,21,29,39,9,78,27,23,22,2,24,7
V. Čančar,Denver,3,4,4,5,1,9,6,8,5,5,3,3
W. Baldwin,Memphis,55,27,32,25,2,68,19,25,27,7,32,9
W. Baldwin,Portland,14,13,20,12,3,30,10,18,18,2,15,7
W. Barton,Denver,1065,696,879,1184,525,2434,1435,327,1420,303,552,539
W. Barton,Portland,87,54,74,142,18,334,92,122,141,41,69,59
W. Bynum,Detroit,891,422,523,748,66,1632,230,247,324,89,417,247
W. Bynum,Washington,1,0,0,0,0,1,0,1,0,0,0,0
W. Carter,Chicago,129,201,264,351,12,653,61,87,486,226,137,53
W. Cauley-Stein,Dallas,10,5,9,31,0,44,1,13,47,13,5,2
W. Cauley-Stein,Golden State,60,35,57,144,0,257,0,41,184,71,35,15
W. Cauley-Stein,Sacramento,439,430,710,1128,4,2096,18,272,1218,485,287,195
W. Chandler,Brooklyn,39,20,23,37,37,62,121,35,134,11,34,22
W. Chandler,Denver,594,519,685,1114,487,2265,1393,320,1399,385,465,522
W. Chandler,LA Clippers,7,2,3,7,8,16,27,11,32,3,4,3
W. Chandler,New York,224,220,270,614,126,1177,395,116,496,155,175,169
W. Chandler,Philadelphia,72,13,18,45,46,89,118,36,124,44,39,29
W. Cherry,Cleveland,8,3,6,3,2,10,9,8,4,1,4,3
W. Conroy,Houston,7,0,0,3,0,7,3,5,3,0,4,0
W. Conroy,Minnesota,0,1,2,0,0,6,3,4,0,1,0,1
W. Ellington,Brooklyn,69,43,50,112,83,264,229,69,142,16,38,59
W. Ellington,Cleveland,44,40,45,66,41,132,110,28,68,11,22,27
W. Ellington,Dallas,19,9,10,29,25,64,59,37,33,7,11,22
W. Ellington,Detroit,30,12,17,21,63,37,160,22,36,5,21,14
W. Ellington,LA Lakers,103,48,57,162,88,370,237,64,177,31,49,90
W. Ellington,Memphis,42,13,14,40,41,102,97,40,47,5,24,27
W. Ellington,Miami,169,84,95,143,401,297,1054,152,327,46,94,155
W. Ellington,Minnesota,160,112,137,293,132,676,344,164,254,65,135,130
W. Ellington,New York,44,9,10,11,50,31,143,34,61,4,18,32
W. Gabriel,Portland,10,10,14,17,8,31,18,23,28,25,16,9
W. Gabriel,Sacramento,3,6,10,5,1,9,8,9,6,4,5,1
W. Green,Atlanta,33,32,38,85,38,172,89,43,56,13,26,25
W. Green,LA Clippers,95,47,60,148,101,332,268,115,131,25,58,69
W. Green,New Orleans,65,67,88,198,44,414,137,70,132,21,57,55
W. Green,Orlando,63,23,29,68,34,162,96,45,55,14,40,31
W. Green,Philadelphia,143,84,102,182,41,376,118,66,104,18,64,57
W. Hernangómez,Charlotte,94,158,232,225,22,411,63,102,315,180,89,55
W. Hernangómez,New York,100,87,133,262,4,466,19,87,346,170,116,45
W. Howard,Houston,1,0,0,0,0,0,4,1,2,0,1,0
W. Iwundu,Orlando,175,194,243,214,62,482,191,175,347,86,94,74
W. Johnson,LA Clippers,125,80,116,226,182,449,574,202,534,86,124,123
W. Johnson,LA Lakers,212,134,169,335,166,711,470,140,439,112,164,119
W. Johnson,Minnesota,179,73,108,242,132,546,399,124,293,69,141,112
W. Johnson,New Orleans,16,6,9,16,19,38,50,25,44,10,12,12
W. Johnson,Phoenix,27,18,23,81,38,191,114,41,77,21,35,44
W. Johnson,Washington,7,7,10,4,6,14,26,12,16,2,6,6
W. Lemon,Chicago,6,3,5,8,0,14,1,1,4,0,1,0
W. Lemon,New Orleans,5,2,3,6,1,15,1,5,2,0,4,0
W. Matthews,Dallas,604,413,500,509,585,1160,1581,247,675,93,309,308
W. Matthews,Indiana,53,40,47,31,45,76,121,21,51,11,28,24
W. Matthews,Milwaukee,101,54,72,66,125,139,340,77,156,28,50,42
W. Matthews,New York,5,4,5,2,2,9,10,2,2,1,2,2
W. Matthews,Portland,727,799,974,960,751,2002,1900,327,877,205,466,494
W. Matthews,Utah,105,146,177,190,57,356,150,75,125,46,80,52
W. Reed,Brooklyn,10,29,53,74,0,126,0,37,70,45,16,15
